Longitude,Latitude,PGA (g) - %2,PGA (g) - %10,PGA (g) - %50,PGA (g) - %68,SS (g) - %2,SS (g) - %10,SS (g) - %50,SS (g) - %68,S1 (g) - %2,S1 (g) - %10,S1 (g) - %50,S1 (g) - %68
36.75,39.45,0.374,0.178,0.062,0.044,0.889,0.411,0.137,0.098,0.266,0.142,0.057,0.041
36.75,39.55,0.334,0.164,0.062,0.045,0.794,0.378,0.139,0.101,0.256,0.141,0.058,0.042
36.75,39.65,0.324,0.161,0.064,0.048,0.77,0.372,0.145,0.106,0.261,0.144,0.06,0.044
36.75,39.75,0.355,0.173,0.069,0.052,0.839,0.4,0.154,0.112,0.276,0.151,0.063,0.046
36.75,39.85,0.374,0.185,0.075,0.056,0.883,0.426,0.166,0.122,0.293,0.16,0.067,0.049
36.75,39.95,0.384,0.196,0.081,0.06,0.91,0.453,0.182,0.134,0.313,0.171,0.072,0.053
36.75,40.05,0.399,0.213,0.09,0.067,0.951,0.494,0.205,0.151,0.339,0.187,0.077,0.056
36.75,40.15,0.432,0.241,0.105,0.077,1.043,0.567,0.234,0.17,0.379,0.209,0.084,0.06
36.75,40.25,0.508,0.293,0.124,0.089,1.242,0.692,0.287,0.206,0.443,0.242,0.096,0.067
36.75,40.35,0.707,0.402,0.16,0.111,1.745,0.96,0.371,0.254,0.585,0.311,0.114,0.076
36.75,40.45,1.043,0.612,0.229,0.149,2.644,1.505,0.539,0.339,0.816,0.436,0.147,0.089
36.75,40.55,1.316,0.777,0.318,0.186,3.325,1.904,0.746,0.428,0.99,0.534,0.189,0.104
36.75,40.65,1.323,0.793,0.349,0.196,3.358,1.947,0.813,0.448,0.969,0.536,0.205,0.108
36.75,40.75,1.048,0.64,0.265,0.168,2.692,1.588,0.613,0.393,0.753,0.431,0.158,0.096
36.75,40.85,0.662,0.401,0.174,0.121,1.672,0.97,0.41,0.284,0.532,0.299,0.118,0.079
36.75,40.95,0.484,0.289,0.127,0.089,1.196,0.691,0.295,0.208,0.415,0.235,0.096,0.066
36.75,41.05,0.422,0.24,0.105,0.074,1.024,0.574,0.236,0.165,0.358,0.205,0.083,0.058
36.75,41.15,0.397,0.217,0.089,0.062,0.953,0.51,0.206,0.143,0.323,0.183,0.076,0.053
36.75,41.25,0.385,0.204,0.08,0.056,0.921,0.476,0.182,0.124,0.3,0.17,0.07,0.049
36.75,41.35,0.379,0.197,0.075,0.051,0.907,0.458,0.167,0.113,0.285,0.16,0.065,0.045
36.75,41.45,0.382,0.194,0.069,0.046,0.915,0.452,0.156,0.105,0.276,0.154,0.061,0.042
36.75,41.55,0.398,0.197,0.065,0.043,0.955,0.458,0.147,0.095,0.277,0.151,0.058,0.04
36.75,41.65,0.433,0.203,0.06,0.039,1.053,0.471,0.135,0.087,0.29,0.151,0.056,0.038
36.75,41.75,0.489,0.204,0.055,0.036,1.203,0.476,0.122,0.079,0.322,0.153,0.053,0.035
36.75,41.85,0.658,0.236,0.051,0.033,1.616,0.551,0.112,0.073,0.404,0.165,0.05,0.033
36.75,41.95,0.794,0.271,0.048,0.031,1.92,0.622,0.106,0.067,0.483,0.175,0.048,0.031
36.75,42.05,0.706,0.247,0.045,0.029,1.71,0.573,0.1,0.063,0.459,0.164,0.045,0.029
36.75,42.15,0.482,0.199,0.043,0.027,1.178,0.457,0.095,0.059,0.324,0.14,0.042,0.027
36.75,42.25,0.365,0.166,0.041,0.025,0.88,0.382,0.09,0.055,0.259,0.122,0.039,0.024
36.75,42.35,0.313,0.148,0.039,0.023,0.747,0.335,0.084,0.051,0.223,0.109,0.034,0.021
36.85,35.15,0.313,0.153,0.057,0.041,0.746,0.352,0.128,0.091,0.235,0.118,0.046,0.033
36.85,35.25,0.323,0.158,0.059,0.042,0.773,0.365,0.132,0.095,0.239,0.12,0.046,0.034
36.85,35.35,0.338,0.166,0.061,0.044,0.808,0.385,0.138,0.099,0.245,0.122,0.047,0.034
36.85,35.45,0.348,0.171,0.063,0.045,0.834,0.397,0.143,0.102,0.252,0.125,0.048,0.035
36.85,35.55,0.351,0.172,0.064,0.046,0.84,0.401,0.146,0.104,0.257,0.127,0.049,0.036
36.85,35.65,0.352,0.174,0.065,0.047,0.843,0.404,0.148,0.106,0.263,0.13,0.051,0.037
36.85,35.75,0.384,0.186,0.068,0.049,0.914,0.43,0.154,0.109,0.273,0.135,0.053,0.038
36.85,35.85,0.41,0.198,0.072,0.052,0.977,0.457,0.161,0.114,0.287,0.14,0.054,0.039
36.85,35.95,0.432,0.211,0.077,0.054,1.039,0.49,0.171,0.12,0.301,0.147,0.056,0.041
36.85,36.05,0.487,0.237,0.083,0.058,1.173,0.554,0.187,0.13,0.329,0.158,0.059,0.042
36.85,36.15,0.537,0.264,0.09,0.062,1.294,0.615,0.205,0.141,0.358,0.17,0.061,0.044
36.85,36.25,0.584,0.285,0.096,0.066,1.41,0.662,0.217,0.149,0.391,0.182,0.064,0.045
36.85,36.35,0.622,0.295,0.1,0.069,1.501,0.688,0.225,0.155,0.418,0.19,0.066,0.047
36.85,36.45,0.635,0.304,0.104,0.073,1.534,0.71,0.234,0.162,0.424,0.195,0.068,0.048
36.85,36.55,0.607,0.305,0.109,0.076,1.476,0.717,0.247,0.171,0.414,0.198,0.071,0.05
36.85,36.65,0.584,0.304,0.114,0.08,1.423,0.716,0.259,0.18,0.409,0.2,0.073,0.052
36.85,36.75,0.592,0.314,0.119,0.084,1.449,0.744,0.275,0.192,0.421,0.208,0.076,0.053
36.85,36.85,0.621,0.33,0.125,0.087,1.528,0.787,0.289,0.203,0.442,0.218,0.078,0.055
36.85,36.95,0.66,0.347,0.13,0.091,1.62,0.825,0.3,0.21,0.466,0.227,0.08,0.056
36.85,37.05,0.68,0.366,0.139,0.096,1.678,0.872,0.317,0.22,0.484,0.24,0.083,0.057
36.85,37.15,0.751,0.408,0.148,0.101,1.858,0.969,0.336,0.229,0.525,0.263,0.087,0.058
36.85,37.25,0.808,0.429,0.151,0.103,1.997,1.024,0.345,0.232,0.569,0.277,0.088,0.059
36.85,37.35,0.901,0.468,0.155,0.105,2.228,1.119,0.356,0.237,0.643,0.3,0.089,0.059
36.85,37.45,0.84,0.447,0.154,0.105,2.081,1.068,0.353,0.236,0.585,0.283,0.088,0.058
36.85,37.55,0.671,0.363,0.138,0.095,1.654,0.863,0.314,0.217,0.467,0.233,0.081,0.055
36.85,37.65,0.561,0.296,0.115,0.081,1.362,0.698,0.265,0.186,0.387,0.198,0.074,0.051
36.85,37.75,0.484,0.255,0.102,0.072,1.176,0.604,0.23,0.162,0.336,0.177,0.068,0.046
36.85,37.85,0.485,0.251,0.095,0.065,1.176,0.592,0.217,0.15,0.328,0.172,0.064,0.044
36.85,37.95,0.549,0.284,0.093,0.062,1.336,0.662,0.214,0.144,0.357,0.181,0.063,0.042
36.85,38.05,0.878,0.403,0.093,0.06,2.13,0.92,0.211,0.136,0.561,0.231,0.062,0.041
36.85,38.15,0.644,0.316,0.087,0.057,1.576,0.738,0.199,0.128,0.404,0.188,0.059,0.039
36.85,38.25,0.47,0.237,0.079,0.053,1.135,0.556,0.179,0.119,0.298,0.152,0.055,0.038
36.85,38.35,0.416,0.203,0.071,0.048,0.986,0.469,0.159,0.109,0.26,0.135,0.052,0.036
36.85,38.45,0.345,0.17,0.062,0.044,0.826,0.397,0.141,0.099,0.234,0.124,0.049,0.034
36.85,38.55,0.348,0.16,0.058,0.041,0.826,0.371,0.129,0.091,0.233,0.12,0.047,0.033
36.85,38.65,0.338,0.159,0.056,0.04,0.806,0.365,0.124,0.088,0.229,0.123,0.049,0.035
36.85,38.75,0.372,0.16,0.055,0.039,0.876,0.368,0.121,0.086,0.242,0.124,0.05,0.035
36.85,38.85,0.342,0.157,0.055,0.039,0.812,0.36,0.121,0.086,0.23,0.123,0.051,0.037
36.85,38.95,0.325,0.156,0.056,0.04,0.771,0.358,0.123,0.087,0.225,0.123,0.052,0.038
36.85,39.05,0.333,0.16,0.057,0.041,0.79,0.369,0.126,0.089,0.232,0.126,0.053,0.039
36.85,39.15,0.36,0.173,0.058,0.042,0.857,0.4,0.13,0.091,0.248,0.133,0.054,0.039
36.85,39.25,0.435,0.197,0.06,0.043,1.041,0.452,0.134,0.094,0.286,0.145,0.056,0.04
36.85,39.35,0.529,0.21,0.061,0.043,1.241,0.481,0.137,0.096,0.333,0.153,0.057,0.041
36.85,39.45,0.397,0.184,0.062,0.044,0.941,0.424,0.138,0.099,0.277,0.146,0.058,0.042
36.85,39.55,0.339,0.167,0.063,0.046,0.808,0.385,0.14,0.102,0.26,0.143,0.059,0.043
36.85,39.65,0.327,0.163,0.065,0.048,0.778,0.377,0.146,0.107,0.263,0.146,0.061,0.044
36.85,39.75,0.361,0.176,0.07,0.053,0.851,0.406,0.156,0.114,0.279,0.153,0.064,0.047
36.85,39.85,0.375,0.187,0.076,0.056,0.885,0.431,0.169,0.123,0.297,0.162,0.068,0.05
36.85,39.95,0.386,0.2,0.083,0.061,0.916,0.461,0.186,0.137,0.317,0.174,0.073,0.053
36.85,40.05,0.405,0.218,0.093,0.069,0.965,0.506,0.21,0.153,0.346,0.19,0.078,0.056
36.85,40.15,0.443,0.248,0.108,0.078,1.07,0.585,0.241,0.175,0.39,0.214,0.086,0.061
36.85,40.25,0.534,0.309,0.13,0.093,1.306,0.735,0.299,0.212,0.464,0.253,0.099,0.068
36.85,40.35,0.777,0.443,0.172,0.117,1.923,1.073,0.403,0.27,0.63,0.335,0.119,0.078
36.85,40.45,1.167,0.683,0.248,0.156,2.974,1.67,0.579,0.357,0.899,0.479,0.153,0.092
36.85,40.55,1.297,0.762,0.319,0.187,3.282,1.87,0.749,0.43,0.967,0.523,0.189,0.104
36.85,40.65,1.202,0.715,0.311,0.186,3.045,1.753,0.725,0.428,0.886,0.489,0.184,0.104
36.85,40.75,0.883,0.54,0.228,0.154,2.263,1.319,0.538,0.353,0.666,0.377,0.144,0.09
36.85,40.85,0.59,0.354,0.157,0.11,1.481,0.86,0.364,0.251,0.484,0.274,0.11,0.075
36.85,40.95,0.453,0.268,0.117,0.083,1.115,0.639,0.272,0.19,0.392,0.222,0.091,0.063
36.85,41.05,0.406,0.228,0.098,0.069,0.979,0.542,0.222,0.155,0.342,0.195,0.08,0.056
36.85,41.15,0.386,0.209,0.085,0.059,0.926,0.49,0.195,0.134,0.313,0.177,0.074,0.052
36.85,41.25,0.378,0.198,0.078,0.054,0.904,0.463,0.175,0.119,0.294,0.166,0.068,0.047
36.85,41.35,0.376,0.193,0.072,0.049,0.902,0.45,0.162,0.109,0.282,0.158,0.064,0.044
36.85,41.45,0.389,0.194,0.067,0.045,0.933,0.452,0.152,0.101,0.278,0.153,0.06,0.042
36.85,41.55,0.425,0.201,0.062,0.041,1.031,0.467,0.142,0.092,0.288,0.152,0.057,0.039
36.85,41.65,0.511,0.212,0.058,0.038,1.243,0.494,0.129,0.083,0.322,0.155,0.055,0.037
36.85,41.75,0.641,0.227,0.053,0.035,1.57,0.528,0.117,0.077,0.392,0.163,0.052,0.034
36.85,41.85,0.764,0.254,0.049,0.032,1.839,0.583,0.108,0.07,0.46,0.171,0.049,0.032
36.85,41.95,0.722,0.242,0.046,0.03,1.739,0.561,0.102,0.065,0.46,0.165,0.046,0.03
36.85,42.05,0.506,0.2,0.044,0.028,1.233,0.459,0.096,0.061,0.338,0.144,0.044,0.028
36.85,42.15,0.372,0.165,0.041,0.027,0.898,0.38,0.091,0.057,0.266,0.126,0.041,0.026
36.85,42.25,0.31,0.146,0.039,0.024,0.744,0.331,0.085,0.054,0.229,0.113,0.037,0.023
36.95,35.25,0.309,0.147,0.054,0.039,0.734,0.338,0.12,0.086,0.225,0.113,0.044,0.032
36.95,35.35,0.312,0.15,0.055,0.04,0.742,0.344,0.123,0.088,0.227,0.115,0.045,0.032
36.95,35.45,0.311,0.15,0.056,0.04,0.739,0.346,0.125,0.09,0.229,0.116,0.045,0.033
36.95,35.55,0.305,0.149,0.057,0.041,0.726,0.343,0.126,0.091,0.231,0.117,0.046,0.033
36.95,35.65,0.298,0.148,0.057,0.042,0.71,0.341,0.128,0.092,0.233,0.119,0.047,0.034
36.95,35.75,0.3,0.15,0.059,0.042,0.715,0.347,0.131,0.095,0.237,0.121,0.048,0.035
36.95,35.85,0.311,0.156,0.061,0.044,0.745,0.361,0.137,0.099,0.245,0.125,0.05,0.036
36.95,35.95,0.324,0.164,0.064,0.046,0.78,0.382,0.145,0.104,0.255,0.13,0.051,0.038
36.95,36.05,0.372,0.185,0.069,0.05,0.892,0.43,0.155,0.11,0.273,0.137,0.054,0.039
36.95,36.15,0.436,0.212,0.076,0.054,1.048,0.492,0.169,0.118,0.301,0.148,0.056,0.04
36.95,36.25,0.466,0.228,0.08,0.056,1.127,0.531,0.18,0.125,0.321,0.156,0.058,0.042
36.95,36.35,0.496,0.24,0.083,0.059,1.195,0.562,0.189,0.131,0.338,0.163,0.06,0.043
36.95,36.45,0.557,0.261,0.088,0.062,1.331,0.609,0.202,0.14,0.368,0.172,0.062,0.044
36.95,36.55,0.607,0.285,0.095,0.066,1.459,0.661,0.216,0.151,0.4,0.183,0.065,0.046
36.95,36.65,0.595,0.287,0.102,0.071,1.432,0.67,0.228,0.159,0.4,0.186,0.067,0.048
36.95,36.75,0.563,0.286,0.106,0.075,1.359,0.668,0.24,0.168,0.388,0.188,0.07,0.05
36.95,36.85,0.57,0.293,0.111,0.079,1.381,0.689,0.253,0.178,0.398,0.194,0.072,0.052
36.95,36.95,0.586,0.305,0.117,0.083,1.426,0.722,0.269,0.19,0.411,0.202,0.075,0.053
36.95,37.05,0.607,0.324,0.126,0.089,1.496,0.778,0.292,0.206,0.43,0.215,0.079,0.055
36.95,37.15,0.681,0.366,0.138,0.095,1.688,0.874,0.314,0.217,0.475,0.239,0.083,0.057
36.95,37.25,0.725,0.396,0.147,0.1,1.8,0.942,0.333,0.226,0.509,0.257,0.086,0.058
36.95,37.35,0.797,0.433,0.154,0.104,1.985,1.043,0.352,0.235,0.57,0.283,0.089,0.059
36.95,37.45,1.103,0.564,0.165,0.108,2.687,1.317,0.379,0.245,0.78,0.35,0.093,0.059
36.95,37.55,0.775,0.422,0.151,0.102,1.918,1.007,0.343,0.23,0.535,0.266,0.086,0.057
36.95,37.65,0.614,0.326,0.125,0.087,1.51,0.78,0.29,0.203,0.425,0.215,0.077,0.053
36.95,37.75,0.502,0.268,0.107,0.076,1.225,0.635,0.243,0.171,0.352,0.185,0.07,0.048
36.95,37.85,0.495,0.254,0.098,0.068,1.199,0.601,0.223,0.155,0.34,0.176,0.066,0.045
36.95,37.95,0.562,0.288,0.096,0.064,1.37,0.674,0.218,0.147,0.367,0.186,0.065,0.043
36.95,38.05,0.895,0.409,0.095,0.061,2.168,0.935,0.215,0.14,0.574,0.237,0.064,0.042
36.95,38.15,0.637,0.314,0.089,0.058,1.563,0.735,0.203,0.131,0.402,0.19,0.06,0.04
36.95,38.25,0.467,0.237,0.08,0.054,1.129,0.556,0.181,0.121,0.3,0.154,0.056,0.039
36.95,38.35,0.412,0.203,0.072,0.049,0.978,0.468,0.161,0.11,0.262,0.137,0.053,0.037
36.95,38.45,0.347,0.171,0.063,0.044,0.83,0.398,0.143,0.101,0.237,0.126,0.05,0.035
36.95,38.55,0.379,0.164,0.058,0.041,0.889,0.378,0.13,0.092,0.247,0.124,0.048,0.034
36.95,38.65,0.356,0.162,0.056,0.04,0.846,0.372,0.125,0.089,0.238,0.126,0.05,0.036
36.95,38.75,0.365,0.162,0.055,0.04,0.865,0.374,0.122,0.087,0.24,0.126,0.051,0.036
36.95,38.85,0.365,0.16,0.055,0.04,0.862,0.368,0.122,0.087,0.241,0.126,0.051,0.037
36.95,38.95,0.327,0.156,0.056,0.04,0.779,0.359,0.123,0.088,0.226,0.124,0.052,0.038
36.95,39.05,0.327,0.158,0.057,0.041,0.778,0.363,0.125,0.089,0.23,0.126,0.053,0.039
36.95,39.15,0.345,0.167,0.058,0.042,0.821,0.385,0.129,0.091,0.242,0.131,0.055,0.04
36.95,39.25,0.398,0.185,0.06,0.043,0.945,0.426,0.133,0.094,0.269,0.141,0.056,0.041
36.95,39.35,0.555,0.211,0.062,0.044,1.292,0.483,0.137,0.097,0.345,0.155,0.058,0.042
36.95,39.45,0.44,0.195,0.063,0.045,1.049,0.446,0.14,0.1,0.295,0.15,0.059,0.042
36.95,39.55,0.351,0.171,0.064,0.046,0.836,0.396,0.143,0.103,0.266,0.146,0.059,0.043
36.95,39.65,0.329,0.165,0.066,0.049,0.783,0.382,0.148,0.108,0.266,0.147,0.061,0.044
36.95,39.75,0.348,0.174,0.071,0.053,0.825,0.403,0.157,0.115,0.28,0.154,0.064,0.047
36.95,39.85,0.375,0.189,0.077,0.057,0.888,0.436,0.171,0.125,0.3,0.164,0.068,0.05
36.95,39.95,0.391,0.204,0.085,0.062,0.927,0.47,0.19,0.14,0.323,0.177,0.074,0.054
36.95,40.05,0.414,0.224,0.096,0.071,0.988,0.522,0.215,0.157,0.355,0.195,0.079,0.057
36.95,40.15,0.459,0.26,0.111,0.08,1.114,0.611,0.25,0.181,0.405,0.221,0.087,0.062
36.95,40.25,0.568,0.329,0.137,0.097,1.395,0.789,0.312,0.219,0.49,0.267,0.102,0.069
36.95,40.35,0.844,0.488,0.186,0.123,2.123,1.182,0.43,0.287,0.68,0.362,0.124,0.08
36.95,40.45,1.116,0.653,0.277,0.165,2.824,1.587,0.631,0.379,0.856,0.458,0.164,0.095
36.95,40.55,1.155,0.687,0.291,0.179,2.939,1.681,0.671,0.415,0.875,0.476,0.171,0.101
36.95,40.65,1.029,0.621,0.256,0.168,2.621,1.539,0.599,0.394,0.785,0.437,0.156,0.096
36.95,40.75,0.765,0.454,0.2,0.138,1.917,1.112,0.457,0.315,0.597,0.329,0.127,0.083
36.95,40.85,0.536,0.32,0.144,0.101,1.328,0.776,0.326,0.228,0.448,0.253,0.104,0.07
36.95,40.95,0.43,0.25,0.11,0.078,1.05,0.598,0.25,0.175,0.372,0.212,0.086,0.06
36.95,41.05,0.392,0.218,0.092,0.065,0.943,0.515,0.211,0.148,0.329,0.188,0.078,0.054
36.95,41.15,0.376,0.202,0.082,0.057,0.901,0.471,0.185,0.128,0.304,0.172,0.071,0.05
36.95,41.25,0.371,0.193,0.075,0.052,0.887,0.45,0.168,0.115,0.288,0.162,0.066,0.046
36.95,41.35,0.377,0.19,0.069,0.047,0.902,0.443,0.156,0.106,0.28,0.155,0.062,0.043
36.95,41.45,0.408,0.195,0.065,0.043,0.983,0.453,0.147,0.097,0.285,0.153,0.059,0.041
36.95,41.55,0.49,0.207,0.06,0.04,1.188,0.481,0.135,0.088,0.312,0.155,0.057,0.039
36.95,41.65,0.604,0.215,0.055,0.037,1.468,0.499,0.122,0.08,0.368,0.16,0.054,0.036
36.95,41.75,0.711,0.229,0.05,0.033,1.711,0.529,0.111,0.074,0.429,0.165,0.051,0.034
36.95,41.85,0.676,0.223,0.047,0.031,1.632,0.514,0.104,0.068,0.431,0.161,0.048,0.031
36.95,41.95,0.514,0.194,0.044,0.029,1.247,0.446,0.097,0.063,0.34,0.145,0.045,0.029
36.95,42.05,0.378,0.163,0.042,0.027,0.912,0.375,0.091,0.059,0.271,0.128,0.042,0.028
36.95,42.15,0.308,0.143,0.04,0.026,0.739,0.325,0.086,0.055,0.233,0.116,0.039,0.025
36.95,42.25,0.275,0.13,0.037,0.023,0.648,0.295,0.081,0.051,0.21,0.107,0.036,0.022
37.05,35.25,0.305,0.141,0.051,0.036,0.723,0.324,0.113,0.08,0.215,0.109,0.042,0.03
37.05,35.35,0.305,0.142,0.051,0.037,0.722,0.325,0.114,0.081,0.216,0.11,0.042,0.031
37.05,35.45,0.298,0.14,0.052,0.037,0.706,0.321,0.114,0.082,0.217,0.11,0.043,0.031
37.05,35.55,0.287,0.136,0.052,0.038,0.678,0.314,0.115,0.082,0.216,0.11,0.043,0.031
37.05,35.65,0.273,0.133,0.052,0.038,0.647,0.306,0.115,0.083,0.216,0.111,0.044,0.032
37.05,35.75,0.263,0.131,0.053,0.038,0.625,0.302,0.116,0.084,0.217,0.113,0.045,0.033
37.05,35.85,0.26,0.132,0.054,0.039,0.62,0.305,0.118,0.086,0.22,0.115,0.046,0.033
37.05,35.95,0.265,0.136,0.055,0.04,0.632,0.315,0.123,0.089,0.226,0.118,0.047,0.034
37.05,36.05,0.282,0.146,0.058,0.042,0.674,0.337,0.13,0.094,0.235,0.122,0.049,0.036
37.05,36.15,0.309,0.158,0.062,0.045,0.744,0.367,0.139,0.1,0.248,0.128,0.051,0.037
37.05,36.25,0.331,0.168,0.065,0.047,0.801,0.393,0.147,0.106,0.262,0.134,0.053,0.038
37.05,36.35,0.351,0.177,0.068,0.049,0.849,0.415,0.154,0.11,0.274,0.139,0.054,0.039
37.05,36.45,0.39,0.194,0.074,0.053,0.94,0.453,0.164,0.117,0.29,0.146,0.056,0.041
37.05,36.55,0.477,0.227,0.08,0.057,1.142,0.528,0.18,0.126,0.32,0.156,0.059,0.042
37.05,36.65,0.51,0.243,0.086,0.06,1.22,0.567,0.195,0.137,0.339,0.163,0.061,0.044
37.05,36.75,0.514,0.249,0.091,0.064,1.231,0.584,0.208,0.147,0.348,0.168,0.064,0.046
37.05,36.85,0.537,0.264,0.098,0.07,1.287,0.617,0.222,0.157,0.363,0.175,0.066,0.048
37.05,36.95,0.556,0.28,0.106,0.076,1.337,0.656,0.24,0.17,0.378,0.185,0.07,0.05
37.05,37.05,0.575,0.298,0.115,0.081,1.4,0.706,0.263,0.185,0.398,0.198,0.074,0.053
37.05,37.15,0.654,0.343,0.127,0.088,1.624,0.822,0.293,0.204,0.447,0.224,0.079,0.055
37.05,37.25,0.705,0.379,0.139,0.095,1.756,0.905,0.317,0.216,0.481,0.244,0.084,0.056
37.05,37.35,0.741,0.411,0.151,0.102,1.85,0.985,0.345,0.231,0.516,0.264,0.088,0.058
37.05,37.45,1.083,0.574,0.17,0.109,2.665,1.354,0.392,0.247,0.742,0.353,0.095,0.06
37.05,37.55,0.949,0.516,0.165,0.107,2.367,1.227,0.379,0.243,0.641,0.316,0.092,0.059
37.05,37.65,0.668,0.364,0.138,0.094,1.654,0.868,0.315,0.216,0.463,0.233,0.082,0.055
37.05,37.75,0.536,0.288,0.113,0.08,1.309,0.681,0.26,0.182,0.377,0.196,0.074,0.05
37.05,37.85,0.508,0.264,0.103,0.072,1.235,0.625,0.232,0.161,0.353,0.184,0.069,0.046
37.05,37.95,0.587,0.299,0.099,0.066,1.438,0.703,0.225,0.152,0.387,0.195,0.067,0.044
37.05,38.05,0.921,0.41,0.097,0.063,2.218,0.937,0.22,0.144,0.603,0.241,0.065,0.042
37.05,38.15,0.594,0.297,0.089,0.059,1.45,0.692,0.205,0.134,0.38,0.185,0.061,0.041
37.05,38.25,0.457,0.232,0.081,0.055,1.103,0.544,0.183,0.123,0.297,0.154,0.057,0.039
37.05,38.35,0.407,0.201,0.073,0.05,0.965,0.463,0.162,0.112,0.262,0.138,0.054,0.038
37.05,38.45,0.348,0.171,0.063,0.045,0.831,0.398,0.145,0.102,0.24,0.128,0.051,0.036
37.05,38.55,0.39,0.164,0.059,0.042,0.911,0.379,0.132,0.094,0.254,0.126,0.049,0.035
37.05,38.65,0.362,0.162,0.057,0.041,0.857,0.372,0.126,0.09,0.242,0.128,0.051,0.036
37.05,38.75,0.381,0.163,0.056,0.04,0.897,0.376,0.123,0.088,0.247,0.128,0.052,0.037
37.05,38.85,0.384,0.162,0.055,0.04,0.901,0.372,0.122,0.087,0.25,0.128,0.052,0.038
37.05,38.95,0.333,0.156,0.056,0.04,0.792,0.358,0.123,0.088,0.23,0.126,0.053,0.038
37.05,39.05,0.322,0.156,0.056,0.041,0.766,0.357,0.125,0.089,0.229,0.126,0.053,0.039
37.05,39.15,0.336,0.162,0.058,0.042,0.799,0.374,0.129,0.092,0.239,0.131,0.055,0.04
37.05,39.25,0.375,0.178,0.06,0.043,0.892,0.41,0.133,0.094,0.26,0.139,0.056,0.041
37.05,39.35,0.528,0.211,0.062,0.044,1.242,0.481,0.138,0.097,0.329,0.155,0.058,0.042
37.05,39.45,0.501,0.208,0.063,0.045,1.186,0.475,0.142,0.101,0.32,0.157,0.06,0.043
37.05,39.55,0.366,0.177,0.065,0.047,0.872,0.41,0.145,0.104,0.274,0.149,0.06,0.044
37.05,39.65,0.332,0.168,0.067,0.049,0.792,0.388,0.149,0.109,0.27,0.149,0.062,0.045
37.05,39.75,0.336,0.172,0.072,0.053,0.799,0.4,0.158,0.115,0.282,0.155,0.064,0.047
37.05,39.85,0.377,0.191,0.078,0.058,0.89,0.44,0.173,0.127,0.304,0.166,0.069,0.05
37.05,39.95,0.396,0.208,0.086,0.063,0.939,0.48,0.195,0.144,0.33,0.18,0.075,0.054
37.05,40.05,0.425,0.231,0.099,0.073,1.017,0.542,0.221,0.16,0.366,0.201,0.081,0.057
37.05,40.15,0.48,0.275,0.115,0.083,1.166,0.643,0.262,0.188,0.422,0.229,0.09,0.063
37.05,40.25,0.612,0.358,0.146,0.102,1.523,0.855,0.331,0.229,0.526,0.285,0.105,0.071
37.05,40.35,0.952,0.56,0.205,0.131,2.408,1.346,0.467,0.301,0.765,0.405,0.131,0.082
37.05,40.45,1.224,0.711,0.291,0.169,3.089,1.725,0.662,0.388,0.953,0.499,0.171,0.096
37.05,40.55,1.108,0.655,0.256,0.167,2.82,1.609,0.597,0.39,0.864,0.464,0.155,0.095
37.05,40.65,0.815,0.485,0.213,0.149,2.052,1.186,0.49,0.339,0.657,0.358,0.134,0.088
37.05,40.75,0.663,0.386,0.167,0.118,1.643,0.926,0.394,0.276,0.533,0.292,0.114,0.077
37.05,40.85,0.483,0.288,0.126,0.09,1.192,0.685,0.294,0.208,0.416,0.234,0.095,0.065
37.05,40.95,0.408,0.234,0.103,0.073,0.99,0.559,0.232,0.163,0.354,0.203,0.083,0.057
37.05,41.05,0.378,0.209,0.087,0.061,0.908,0.49,0.201,0.14,0.318,0.181,0.075,0.053
37.05,41.15,0.365,0.194,0.078,0.055,0.874,0.454,0.176,0.122,0.296,0.167,0.069,0.048
37.05,41.25,0.363,0.187,0.072,0.05,0.869,0.436,0.161,0.111,0.283,0.158,0.064,0.045
37.05,41.35,0.379,0.187,0.067,0.045,0.909,0.435,0.151,0.103,0.279,0.153,0.061,0.042
37.05,41.45,0.439,0.195,0.062,0.042,1.061,0.452,0.141,0.093,0.294,0.152,0.058,0.04
37.05,41.55,0.549,0.205,0.057,0.039,1.312,0.474,0.128,0.084,0.336,0.155,0.055,0.038
37.05,41.65,0.618,0.2,0.053,0.035,1.487,0.463,0.116,0.077,0.38,0.157,0.053,0.035
37.05,41.75,0.594,0.194,0.048,0.032,1.427,0.447,0.106,0.071,0.381,0.153,0.049,0.033
37.05,41.85,0.46,0.176,0.045,0.03,1.121,0.405,0.099,0.065,0.312,0.141,0.046,0.031
37.05,41.95,0.364,0.156,0.042,0.028,0.878,0.356,0.092,0.061,0.266,0.129,0.044,0.029
37.05,42.05,0.306,0.14,0.04,0.027,0.732,0.317,0.087,0.057,0.235,0.118,0.041,0.027
37.05,42.15,0.268,0.126,0.038,0.024,0.634,0.288,0.082,0.053,0.213,0.109,0.038,0.024
37.15,35.35,0.303,0.137,0.048,0.034,0.716,0.315,0.107,0.076,0.209,0.106,0.041,0.029
37.15,35.45,0.294,0.134,0.048,0.034,0.694,0.308,0.107,0.076,0.208,0.106,0.041,0.03
37.15,35.55,0.279,0.129,0.048,0.034,0.658,0.297,0.107,0.076,0.206,0.106,0.041,0.03
37.15,35.65,0.261,0.124,0.047,0.034,0.618,0.285,0.106,0.077,0.205,0.106,0.042,0.03
